path,label,label_idx
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\189__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\190__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\192__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\193__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\194__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-039-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-077-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-089-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-187-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-205-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-268-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-002.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-003.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-1.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-10.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-11.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-12.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-13.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-14.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-15.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-16.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-17.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-18.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-19.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-2.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-20.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-21.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-22.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-23.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-24.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-25.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-26.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-27.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-29.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-3.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-31.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-32.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-33.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-34.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-35.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-36.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-38.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-39.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-4.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-40.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-5.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-6.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-7.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-8.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-closed-comedo-9.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-Closed-Comedo.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-comedones-57-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE3XQ.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-10.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-100.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-102.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-103.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-105.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-106.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-107.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-108.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-109.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-110.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-111.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-112.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-113.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-114.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-115.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-116.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-117.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-118.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-119.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-12.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-120.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-121.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-123.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-124.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-125.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-126.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-127.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-128.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-129.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-13.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-130.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-131.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-132.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-134.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-135.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-136.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-137.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-138.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-139.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-14.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-140.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-141.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-142.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-143.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-144.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-145.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-146.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-147.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-148.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-149.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-15.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-150.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-151.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-16.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-17.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-18.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-19.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-2.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-20.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-21.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-24.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-25.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-26.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-27.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-28.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-29.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-3.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-30.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-31.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-32.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-33.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-34.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-37.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-38.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-39.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-4.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-40.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-42.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-43.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-44.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-45.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-46.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-47.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-48.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-49.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-5.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-51.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-52.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-53.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-54.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-55.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-57.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-58.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-59.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-6.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-60.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-61.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-85.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-86.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-87.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-88.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-89.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-90.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-91.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-92.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-93.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-94.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-95.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-97.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-98.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-cystic-99.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-1.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-10.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-11.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-12.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-14.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-15.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-16.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-19.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-20.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-21.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-22.jpeg,Acne,0
D:\SCUT\毕业设计\Code\Dataset\archive\SkinDisease\train\Acne\acne-excoriated-23.jpeg,Acne,0
